"date","consumption","temp","season"
1995-11-15,121,27,"autumn"
1995-11-16,140,32.5,"autumn"
1995-11-17,103,34.5,"autumn"
1995-11-18,122,36.5,"autumn"
1995-11-19,115,39,"autumn"
1995-11-20,120,44.5,"autumn"
1995-11-21,98,28.5,"autumn"
1995-11-22,125,27.5,"autumn"
1995-11-23,134,27,"autumn"
1995-11-24,113,24,"autumn"
1995-11-25,111,40,"autumn"
1995-11-26,103,43,"autumn"
1995-11-27,132,34.5,"autumn"
1995-11-28,120,21,"autumn"
1995-11-29,124,22,"autumn"
1995-11-30,124,36.5,"autumn"
1995-12-01,120,39,"autumn"
1995-12-02,123,40.5,"autumn"
1995-12-03,138,47,"autumn"
1995-12-04,112,36.5,"autumn"
1995-12-05,111,35,"autumn"
1995-12-06,113,28,"autumn"
1995-12-07,135,25,"autumn"
1995-12-08,137,21.5,"autumn"
1995-12-09,117,0.5,"autumn"
1995-12-10,123,7.5,"autumn"
1995-12-11,116,4.5,"autumn"
1995-12-12,137,15.5,"autumn"
1995-12-13,130,28.5,"autumn"
1995-12-14,131,38,"autumn"
1995-12-15,134,34,"autumn"
1995-12-16,126,27,"autumn"
1995-12-17,116,30,"autumn"
1995-12-18,123,35,"autumn"
1995-12-19,115,30,"autumn"
1995-12-20,129,26,"autumn"
1995-12-21,130,24,"autumn"
1995-12-22,107,22,"autumn"
1995-12-23,132,27,"autumn"
1995-12-24,121,25,"autumn"
1995-12-25,114,22.5,"autumn"
1995-12-26,137,21,"autumn"
1995-12-27,133,23,"autumn"
1995-12-28,141,23,"autumn"
1995-12-29,132,25,"autumn"
1995-12-30,124,29.5,"autumn"
1995-12-31,139,34,"autumn"
1996-01-01,134,35,"winter"
1996-01-02,140,27.5,"winter"
1996-01-03,142,21,"winter"
1996-01-04,123,21,"winter"
1996-01-05,108,16,"winter"
1996-01-06,137,19,"winter"
1996-01-07,153,18.5,"winter"
1996-01-08,143,13,"winter"
1996-01-09,148,27,"winter"
1996-01-10,119,21.5,"winter"
1996-01-11,120,26.5,"winter"
1996-01-12,128,28.5,"winter"
1996-01-13,113,32,"winter"
1996-01-14,111,37.5,"winter"
1996-01-15,117,24,"winter"
1996-01-16,127,32.5,"winter"
1996-01-17,131,47,"winter"
1996-01-18,104,36.5,"winter"
1996-01-19,113,9,"winter"
1996-01-20,131,15.5,"winter"
1996-01-21,119,25.5,"winter"
1996-01-22,123,37.5,"winter"
1996-01-23,123,33,"winter"
1996-01-24,119,20.5,"winter"
1996-01-25,112,20,"winter"
1996-01-26,114,32,"winter"
1996-01-27,112,16.5,"winter"
1996-01-28,104,19,"winter"
1996-01-29,133,18.5,"winter"
1996-01-30,130,2,"winter"
1996-01-31,103,-3,"winter"
1996-02-01,131,1.5,"winter"
1996-02-02,117,-10.5,"winter"
1996-02-03,119,-12,"winter"
1996-02-04,114,-6,"winter"
1996-02-05,119,11.5,"winter"
1996-02-06,134,18.5,"winter"
1996-02-07,115,38,"winter"
1996-02-08,123,39.5,"winter"
1996-02-09,129,39,"winter"
1996-02-10,123,44.5,"winter"
1996-02-11,112,32,"winter"
1996-02-12,118,23,"winter"
1996-02-13,108,27.5,"winter"
1996-02-14,97,27.5,"winter"
1996-02-15,144,24,"winter"
1996-02-16,134,21,"winter"
1996-02-17,96,23.5,"winter"
1996-02-18,110,18.5,"winter"
1996-02-19,108,33,"winter"
1996-02-20,122,43.5,"winter"
1996-02-21,126,31.5,"winter"
1996-02-22,121,35.5,"winter"
1996-02-23,109,44.5,"winter"
1996-02-24,106,46,"winter"
1996-02-25,112,46.5,"winter"
1996-02-26,105,40.5,"winter"
1996-02-27,100,38.5,"winter"
1996-02-28,111,20,"winter"
1996-02-29,103,17,"winter"
1996-03-01,135,26,"winter"
1996-03-02,113,15,"winter"
1996-03-03,128,12.5,"winter"
1996-03-04,130,25,"winter"
1996-03-05,131,31.5,"winter"
1996-03-06,114,20.5,"winter"
1996-03-07,112,11.5,"winter"
1996-03-08,112,8,"winter"
1996-03-09,93,17.5,"winter"
1996-03-10,118,26,"winter"
1996-03-11,116,37.5,"winter"
1996-03-12,119,43,"winter"
1996-03-13,129,45,"winter"
1996-03-14,134,47.5,"winter"
1996-03-15,113,40.5,"winter"
1996-03-16,105,34.5,"winter"
1996-03-17,123,31,"winter"
1996-03-18,92,34.5,"winter"
1996-03-19,116,35.5,"winter"
1996-03-20,128,31.5,"winter"
1996-03-21,117,29.5,"winter"
1996-03-22,114,35,"winter"
1996-03-23,110,39,"winter"
1996-03-24,105,50.5,"winter"
1996-03-25,116,35.5,"winter"
1996-03-26,118,18.5,"winter"
1996-03-27,109,24,"winter"
1996-03-28,110,37,"winter"
1996-03-29,126,38.5,"winter"
1996-03-30,107,42,"winter"
1996-03-31,122,36.5,"winter"
1996-04-01,118,35.5,"spring"
1996-04-02,100,47.5,"spring"
1996-04-03,128,52,"spring"
1996-04-04,116,33.5,"spring"
1996-04-05,106,32,"spring"
1996-04-06,122,33,"spring"
1996-04-07,106,32,"spring"
1996-04-08,112,30,"spring"
1996-04-09,128,36,"spring"
1996-04-10,127,45.5,"spring"
1996-04-11,112,64,"spring"
1996-04-12,108,53,"spring"
1996-04-13,118,40.5,"spring"
1996-04-14,108,37.5,"spring"
1996-04-15,111,40,"spring"
1996-04-16,104,42.5,"spring"
1996-04-17,107,47,"spring"
1996-04-18,135,63.5,"spring"
1996-04-19,109,62.5,"spring"
1996-04-20,123,52,"spring"
1996-04-21,118,52,"spring"
1996-04-22,119,51.5,"spring"
1996-04-23,109,45,"spring"
1996-04-24,111,52.5,"spring"
1996-04-25,119,61,"spring"
1996-04-26,87,45.5,"spring"
1996-04-27,94,45,"spring"
1996-04-28,100,44,"spring"
1996-04-29,141,40.5,"spring"
1996-04-30,103,43.5,"spring"
1996-05-01,136,50,"spring"
1996-05-02,111,52.5,"spring"
1996-05-03,134,52.5,"spring"
1996-05-04,116,47.5,"spring"
1996-05-05,97,49,"spring"
1996-05-06,101,45.5,"spring"
1996-05-07,130,50.5,"spring"
1996-05-08,107,57,"spring"
1996-05-09,125,58,"spring"
1996-05-10,108,51,"spring"
1996-05-11,104,45,"spring"
1996-05-12,123,42.5,"spring"
1996-05-13,101,45,"spring"
1996-05-14,96,47.5,"spring"
1996-05-15,129,54.5,"spring"
1996-05-16,97,53.5,"spring"
1996-05-17,131,69.5,"spring"
1996-05-18,131,81,"spring"
1996-05-19,120,81,"spring"
1996-05-20,113,64,"spring"
1996-05-21,105,65,"spring"
1996-05-22,107,67,"spring"
1996-05-23,103,56,"spring"
1996-05-24,111,52,"spring"
1996-05-25,104,51.5,"spring"
1996-05-26,98,54,"spring"
1996-05-27,103,51,"spring"
1996-05-28,101,51.5,"spring"
1996-05-29,117,51,"spring"
1996-05-30,102,51.5,"spring"
1996-05-31,104,57.5,"spring"
1996-06-01,102,62.5,"spring"
1996-06-02,100,67.5,"spring"
1996-06-03,107,60.5,"spring"
1996-06-04,112,57.5,"spring"
1996-06-05,123,61.5,"spring"
1996-06-06,96,63.5,"spring"
1996-06-07,87,54.5,"spring"
1996-06-08,105,53,"spring"
1996-06-09,87,56.5,"spring"
1996-06-10,116,61.5,"spring"
1996-06-11,120,60,"spring"
1996-06-12,105,65.5,"spring"
1996-06-13,100,75.5,"spring"
1996-06-14,98,71.5,"spring"
1996-06-15,110,71,"spring"
1996-06-16,94,72.5,"spring"
1996-06-17,118,74,"spring"
1996-06-18,122,73.5,"spring"
1996-06-19,112,69.5,"spring"
1996-06-20,106,73.5,"spring"
1996-06-21,112,76.5,"spring"
1996-06-22,95,71,"spring"
1996-06-23,101,61,"spring"
1996-06-24,126,68.5,"spring"
1996-06-25,133,65.5,"spring"
1996-06-26,115,68,"spring"
1996-06-27,103,74,"spring"
1996-06-28,99,77.5,"spring"
1996-06-29,102,83,"spring"
1996-06-30,107,83,"spring"
1996-07-01,117,75.5,"summer"
1996-07-02,105,73,"summer"
1996-07-03,108,65,"summer"
1996-07-04,88,64,"summer"
1996-07-05,108,70.5,"summer"
1996-07-06,109,73,"summer"
1996-07-07,93,78,"summer"
1996-07-08,121,71.5,"summer"
1996-07-09,90,63,"summer"
1996-07-10,103,63.5,"summer"
1996-07-11,118,66,"summer"
1996-07-12,106,73,"summer"
1996-07-13,114,74.5,"summer"
1996-07-14,115,69,"summer"
1996-07-15,96,71.5,"summer"
1996-07-16,102,76.5,"summer"
1996-07-17,127,73.5,"summer"
1996-07-18,93,79,"summer"
1996-07-19,107,72,"summer"
1996-07-20,100,65,"summer"
1996-07-21,109,61.5,"summer"
1996-07-22,107,65.5,"summer"
1996-07-23,114,70.5,"summer"
1996-07-24,91,73.5,"summer"
1996-07-25,99,68.5,"summer"
1996-07-26,111,69.5,"summer"
1996-07-27,91,68.5,"summer"
1996-07-28,103,67.5,"summer"
1996-07-29,113,70,"summer"
1996-07-30,99,68.5,"summer"
1996-07-31,86,65.5,"summer"
1996-08-01,83,66.5,"summer"
1996-08-02,104,67.5,"summer"
1996-08-03,108,68.5,"summer"
1996-08-04,92,74,"summer"
1996-08-05,115,82,"summer"
1996-08-06,116,79.5,"summer"
1996-08-07,115,83,"summer"
1996-08-08,104,77,"summer"
1996-08-09,108,71,"summer"
1996-08-10,85,68.5,"summer"
1996-08-11,103,69.5,"summer"
1996-08-12,108,71,"summer"
1996-08-13,109,74,"summer"
1996-08-14,105,76,"summer"
1996-08-15,88,69.5,"summer"
1996-08-16,91,68.5,"summer"
1996-08-17,108,69,"summer"
1996-08-18,97,70.5,"summer"
1996-08-19,104,76,"summer"
1996-08-20,97,77,"summer"
1996-08-21,111,78,"summer"
1996-08-22,99,79,"summer"
1996-08-23,88,70,"summer"
1996-08-24,113,71,"summer"
1996-08-25,88,69.5,"summer"
1996-08-26,84,72,"summer"
1996-08-27,91,70,"summer"
1996-08-28,92,68.5,"summer"
1996-08-29,110,69.5,"summer"
1996-08-30,106,69,"summer"
1996-08-31,99,70.5,"summer"
1996-09-01,105,73.5,"summer"
1996-09-02,105,71,"summer"
1996-09-03,90,73,"summer"
1996-09-04,116,73,"summer"
1996-09-05,97,74,"summer"
1996-09-06,116,74,"summer"
1996-09-07,120,73.5,"summer"
1996-09-08,108,73,"summer"
1996-09-09,110,68.5,"summer"
1996-09-10,101,69.5,"summer"
1996-09-11,95,67,"summer"
1996-09-12,88,58,"summer"
1996-09-13,97,56,"summer"
1996-09-14,100,53,"summer"
1996-09-15,111,59,"summer"
1996-09-16,118,58.5,"summer"
1996-09-17,93,60.5,"summer"
1996-09-18,111,62,"summer"
1996-09-19,119,61,"summer"
1996-09-20,116,58.5,"summer"
1996-09-21,108,64,"summer"
1996-09-22,93,62.5,"summer"
1996-09-23,109,59,"summer"
1996-09-24,130,57,"summer"
1996-09-25,104,53,"summer"
1996-09-26,110,60.5,"summer"
1996-09-27,123,58.5,"summer"
1996-09-28,108,53.5,"summer"
1996-09-29,98,57.5,"summer"
1996-09-30,127,63,"summer"
1996-10-01,121,62,"autumn"
1996-10-02,108,57,"autumn"
1996-10-03,103,46.5,"autumn"
1996-10-04,107,47,"autumn"
1996-10-05,94,53.5,"autumn"
1996-10-06,119,63.5,"autumn"
1996-10-07,109,53.5,"autumn"
1996-10-08,99,45.5,"autumn"
1996-10-09,116,47.5,"autumn"
1996-10-10,108,42.5,"autumn"
1996-10-11,127,42,"autumn"
1996-10-12,93,61,"autumn"
1996-10-13,130,66,"autumn"
1996-10-14,115,57,"autumn"
1996-10-15,118,64,"autumn"
1996-10-16,124,63,"autumn"
1996-10-17,107,59,"autumn"
1996-10-18,102,46.5,"autumn"
1996-10-19,119,45,"autumn"
1996-10-20,110,47.5,"autumn"
1996-10-21,106,53,"autumn"
1996-10-22,117,55.5,"autumn"
1996-10-23,107,43,"autumn"
1996-10-24,93,48,"autumn"
1996-10-25,115,52.5,"autumn"
1996-10-26,121,62,"autumn"
1996-10-27,123,59,"autumn"
1996-10-28,105,46.5,"autumn"
1996-10-29,127,50.5,"autumn"
1996-10-30,117,44.5,"autumn"
1996-10-31,93,33,"autumn"
1996-11-01,125,31,"autumn"
1996-11-02,131,29,"autumn"
1996-11-03,108,35.5,"autumn"
1996-11-04,123,42,"autumn"
1996-11-05,123,46.5,"autumn"
1996-11-06,119,54,"autumn"
1996-11-07,124,43,"autumn"
1996-11-08,100,37,"autumn"
1996-11-09,100,34.5,"autumn"
1996-11-10,112,28,"autumn"
1996-11-11,114,26.5,"autumn"
1996-11-12,131,23,"autumn"
1996-11-13,115,22.5,"autumn"
1996-11-14,128,25,"autumn"
1996-11-15,120,40,"autumn"
1996-11-16,135,48,"autumn"
1996-11-17,124,41.5,"autumn"
1996-11-18,114,31,"autumn"
1996-11-19,126,29.5,"autumn"
1996-11-20,128,29,"autumn"
1996-11-21,117,34,"autumn"
1996-11-22,137,34.5,"autumn"
1996-11-23,129,35.5,"autumn"
1996-11-24,139,35,"autumn"
1996-11-25,125,26.5,"autumn"
1996-11-26,129,20,"autumn"
1996-11-27,121,22.5,"autumn"
1996-11-28,126,29.5,"autumn"
1996-11-29,165,33.5,"autumn"
1996-11-30,146,40.5,"autumn"
1996-12-01,125,30.5,"autumn"
1996-12-02,129,27.5,"autumn"
1996-12-03,141,30,"autumn"
1996-12-04,130,26.5,"autumn"
1996-12-05,135,32.5,"autumn"
1996-12-06,151,33.5,"autumn"
1996-12-07,144,30.5,"autumn"
1996-12-08,152,28.5,"autumn"
1996-12-09,135,28.5,"autumn"
1996-12-10,136,35.5,"autumn"
1996-12-11,154,37,"autumn"
1996-12-12,143,36.5,"autumn"
1996-12-13,114,34.5,"autumn"
1996-12-14,144,36.5,"autumn"
1996-12-15,109,38,"autumn"
1996-12-16,121,29,"autumn"
1996-12-17,115,24,"autumn"
1996-12-18,137,13,"autumn"
1996-12-19,112,8,"autumn"
1996-12-20,150,9.5,"autumn"
1996-12-21,137,26.5,"autumn"
1996-12-22,126,34.5,"autumn"
1996-12-23,139,42.5,"autumn"
1996-12-24,128,20,"autumn"
1996-12-25,113,4.5,"autumn"
1996-12-26,125,14,"autumn"
1996-12-27,150,26,"autumn"
1996-12-28,129,37,"autumn"
1996-12-29,126,30,"autumn"
1996-12-30,132,27.5,"autumn"
1996-12-31,133,27.5,"autumn"
1997-01-01,137,36,"winter"
1997-01-02,123,45,"winter"
1997-01-03,127,40,"winter"
1997-01-04,146,51.5,"winter"
1997-01-05,102,27,"winter"
1997-01-06,127,17,"winter"
1997-01-07,116,16,"winter"
1997-01-08,118,19,"winter"
1997-01-09,148,26,"winter"
1997-01-10,121,16,"winter"
1997-01-11,110,1.5,"winter"
1997-01-12,127,1,"winter"
1997-01-13,129,3,"winter"
1997-01-14,151,10,"winter"
1997-01-15,128,19,"winter"
1997-01-16,132,9.5,"winter"
1997-01-17,116,-3,"winter"
1997-01-18,142,0,"winter"
1997-01-19,124,14,"winter"
1997-01-20,124,31,"winter"
1997-01-21,127,35,"winter"
1997-01-22,121,36.5,"winter"
1997-01-23,134,26,"winter"
1997-01-24,120,32,"winter"
1997-01-25,109,14.5,"winter"
1997-01-26,109,11,"winter"
1997-01-27,115,17,"winter"
1997-01-28,105,2,"winter"
1997-01-29,114,8,"winter"
1997-01-30,120,16.5,"winter"
1997-01-31,117,31.5,"winter"
1997-02-01,126,35,"winter"
1997-02-02,97,36.5,"winter"
1997-02-03,96,30,"winter"
1997-02-04,119,34.5,"winter"
1997-02-05,125,30,"winter"
1997-02-06,116,26,"winter"
1997-02-07,118,25.5,"winter"
1997-02-08,121,25.5,"winter"
1997-02-09,114,26,"winter"
1997-02-10,111,27,"winter"
1997-02-11,107,23.5,"winter"
1997-02-12,127,21,"winter"
1997-02-13,98,20.5,"winter"
1997-02-14,104,25.5,"winter"
1997-02-15,122,20,"winter"
1997-02-16,124,18.5,"winter"
1997-02-17,120,30,"winter"
1997-02-18,106,48.5,"winter"
1997-02-19,103,37.5,"winter"
1997-02-20,139,35.5,"winter"
1997-02-21,133,36,"winter"
1997-02-22,109,26,"winter"
1997-02-23,121,28,"winter"
1997-02-24,111,21.5,"winter"
1997-02-25,105,25.5,"winter"
1997-02-26,107,36.5,"winter"
1997-02-27,123,34.5,"winter"
1997-02-28,124,37.5,"winter"
1997-03-01,125,45.5,"winter"
1997-03-02,108,35,"winter"
1997-03-03,114,33.5,"winter"
1997-03-04,104,38,"winter"
1997-03-05,120,33,"winter"
1997-03-06,134,26.5,"winter"
1997-03-07,101,35.5,"winter"
1997-03-08,102,39,"winter"
1997-03-09,125,37,"winter"
1997-03-10,119,44,"winter"
1997-03-11,115,37,"winter"
1997-03-12,121,33.5,"winter"
1997-03-13,112,37.5,"winter"
1997-03-14,127,26.5,"winter"
1997-03-15,99,19,"winter"
1997-03-16,125,24.5,"winter"
1997-03-17,115,45,"winter"
1997-03-18,113,33.5,"winter"
1997-03-19,105,35.5,"winter"
1997-03-20,113,46,"winter"
1997-03-21,120,53.5,"winter"
1997-03-22,105,37.5,"winter"
1997-03-23,119,32.5,"winter"
1997-03-24,147,33,"winter"
1997-03-25,123,40.5,"winter"
1997-03-26,108,44,"winter"
1997-03-27,117,60.5,"winter"
1997-03-28,110,55.5,"winter"
1997-03-29,106,43.5,"winter"
1997-03-30,96,37.5,"winter"
1997-03-31,119,38.5,"winter"
1997-04-01,119,44.5,"spring"
1997-04-02,99,53,"spring"
1997-04-03,120,59.5,"spring"
1997-04-04,130,62.5,"spring"
1997-04-05,97,60.5,"spring"
1997-04-06,105,45,"spring"
1997-04-07,102,34,"spring"
1997-04-08,104,28.5,"spring"
1997-04-09,137,30,"spring"
1997-04-10,111,30.5,"spring"
1997-04-11,108,33.5,"spring"
1997-04-12,96,33.5,"spring"
1997-04-13,100,38.5,"spring"
1997-04-14,105,41.5,"spring"
1997-04-15,128,49,"spring"
1997-04-16,120,43,"spring"
1997-04-17,98,40.5,"spring"
1997-04-18,118,40,"spring"
1997-04-19,94,45.5,"spring"
1997-04-20,117,49,"spring"
1997-04-21,121,45,"spring"
1997-04-22,110,43,"spring"
1997-04-23,110,48.5,"spring"
1997-04-24,108,47.5,"spring"
1997-04-25,121,48,"spring"
1997-04-26,114,49.5,"spring"
1997-04-27,116,47.5,"spring"
1997-04-28,109,50.5,"spring"
1997-04-29,123,60,"spring"
1997-04-30,115,55,"spring"
1997-05-01,101,48.5,"spring"
1997-05-02,118,48.5,"spring"
1997-05-03,100,49,"spring"
1997-05-04,126,51.5,"spring"
1997-05-05,126,62,"spring"
1997-05-06,121,55.5,"spring"
1997-05-07,114,52.5,"spring"
1997-05-08,112,61,"spring"
1997-05-09,111,50.5,"spring"
1997-05-10,111,52.5,"spring"
1997-05-11,107,59.5,"spring"
1997-05-12,124,52.5,"spring"
1997-05-13,104,45.5,"spring"
1997-05-14,107,49.5,"spring"
1997-05-15,109,45,"spring"
1997-05-16,133,51,"spring"
1997-05-17,108,50.5,"spring"
1997-05-18,109,59.5,"spring"
1997-05-19,96,54,"spring"
1997-05-20,118,51.5,"spring"
1997-05-21,111,48,"spring"
1997-05-22,107,50.5,"spring"
1997-05-23,106,58,"spring"
1997-05-24,101,68.5,"spring"
1997-05-25,107,50,"spring"
1997-05-26,109,50,"spring"
1997-05-27,100,56,"spring"
1997-05-28,109,58.5,"spring"
1997-05-29,92,58,"spring"
1997-05-30,114,61,"spring"
1997-05-31,110,59,"spring"
1997-06-01,99,60.5,"spring"
1997-06-02,100,58,"spring"
1997-06-03,104,61.5,"spring"
1997-06-04,94,59,"spring"
1997-06-05,114,62,"spring"
1997-06-06,114,63.5,"spring"
1997-06-07,117,58.5,"spring"
1997-06-08,97,61,"spring"
1997-06-09,102,62.5,"spring"
1997-06-10,95,66.5,"spring"
1997-06-11,115,67.5,"spring"
1997-06-12,105,70,"spring"
1997-06-13,98,71,"spring"
1997-06-14,94,56.5,"spring"
1997-06-15,126,63,"spring"
1997-06-16,115,67,"spring"
1997-06-17,110,60.5,"spring"
1997-06-18,94,67,"spring"
1997-06-19,94,70,"spring"
1997-06-20,112,81.5,"spring"
1997-06-21,106,75.5,"spring"
1997-06-22,97,77,"spring"
1997-06-23,99,82.5,"spring"
1997-06-24,94,84,"spring"
1997-06-25,124,78,"spring"
1997-06-26,97,73.5,"spring"
1997-06-27,120,72.5,"spring"
1997-06-28,96,74,"spring"
1997-06-29,95,75,"spring"
1997-06-30,114,76,"spring"
1997-07-01,121,77.5,"summer"
1997-07-02,108,79.5,"summer"
1997-07-03,98,68.5,"summer"
1997-07-04,98,61.5,"summer"
1997-07-05,109,65.5,"summer"
1997-07-06,106,70,"summer"
1997-07-07,107,65.5,"summer"
1997-07-08,95,71,"summer"
1997-07-09,86,62,"summer"
1997-07-10,106,64.5,"summer"
1997-07-11,98,68.5,"summer"
1997-07-12,98,74.5,"summer"
1997-07-13,115,82.5,"summer"
1997-07-14,114,83,"summer"
1997-07-15,96,79,"summer"
1997-07-16,92,82.5,"summer"
1997-07-17,103,84,"summer"
1997-07-18,101,79,"summer"
1997-07-19,106,74.5,"summer"
1997-07-20,108,76.5,"summer"
1997-07-21,90,72,"summer"
1997-07-22,89,69,"summer"
1997-07-23,102,69,"summer"
1997-07-24,114,72.5,"summer"
1997-07-25,95,76,"summer"
1997-07-26,110,85.5,"summer"
1997-07-27,86,81.5,"summer"
1997-07-28,109,74.5,"summer"
1997-07-29,108,66.5,"summer"
1997-07-30,99,68.5,"summer"
1997-07-31,116,69,"summer"
1997-08-01,105,74.5,"summer"
1997-08-02,108,81.5,"summer"
1997-08-03,102,78,"summer"
1997-08-04,81,71,"summer"
1997-08-05,94,62.5,"summer"
1997-08-06,69,64.5,"summer"
1997-08-07,121,67,"summer"
1997-08-08,88,69.5,"summer"
1997-08-09,100,70.5,"summer"
1997-08-10,126,75.5,"summer"
1997-08-11,106,67.5,"summer"
1997-08-12,111,69.5,"summer"
1997-08-13,94,68.5,"summer"
1997-08-14,96,65.5,"summer"
1997-08-15,101,77,"summer"
1997-08-16,92,80,"summer"
1997-08-17,99,68.5,"summer"
1997-08-18,107,63.5,"summer"
1997-08-19,112,64,"summer"
1997-08-20,106,67,"summer"
1997-08-21,98,63.5,"summer"
1997-08-22,99,64,"summer"
1997-08-23,103,65.5,"summer"
1997-08-24,96,70.5,"summer"
1997-08-25,110,65.5,"summer"
1997-08-26,104,69,"summer"
1997-08-27,100,77,"summer"
1997-08-28,109,68.5,"summer"
1997-08-29,97,67,"summer"
1997-08-30,87,65,"summer"
1997-08-31,101,72,"summer"
1997-09-01,94,70.5,"summer"
1997-09-02,93,68,"summer"
1997-09-03,82,58.5,"summer"
1997-09-04,111,59,"summer"
1997-09-05,93,60.5,"summer"
1997-09-06,119,74.5,"summer"
1997-09-07,95,66,"summer"
1997-09-08,101,67.5,"summer"
1997-09-09,103,68.5,"summer"
1997-09-10,103,64.5,"summer"
1997-09-11,100,61.5,"summer"
1997-09-12,89,61.5,"summer"
1997-09-13,113,63.5,"summer"
1997-09-14,110,69,"summer"
1997-09-15,120,69.5,"summer"
1997-09-16,104,74.5,"summer"
1997-09-17,99,70,"summer"
1997-09-18,87,69,"summer"
1997-09-19,94,73,"summer"
1997-09-20,109,58.5,"summer"
1997-09-21,110,57,"summer"
1997-09-22,97,57.5,"summer"
1997-09-23,103,59,"summer"
1997-09-24,101,56.5,"summer"
1997-09-25,111,66,"summer"
1997-09-26,103,60,"summer"
1997-09-27,115,62.5,"summer"
1997-09-28,86,64,"summer"
1997-09-29,103,65,"summer"
1997-09-30,112,59.5,"summer"
1997-10-01,101,52,"autumn"
1997-10-02,104,61,"autumn"
1997-10-03,117,73,"autumn"
1997-10-04,107,68,"autumn"
1997-10-05,113,70,"autumn"
1997-10-06,100,70.5,"autumn"
1997-10-07,132,73.5,"autumn"
1997-10-08,119,72.5,"autumn"
1997-10-09,109,64,"autumn"
1997-10-10,101,59,"autumn"
1997-10-11,109,61.5,"autumn"
1997-10-12,116,70,"autumn"
1997-10-13,108,59.5,"autumn"
1997-10-14,108,42.5,"autumn"
1997-10-15,95,42.5,"autumn"
1997-10-16,107,47.5,"autumn"
1997-10-17,93,45.5,"autumn"
1997-10-18,118,44.5,"autumn"
1997-10-19,101,50,"autumn"
1997-10-20,105,45.5,"autumn"
1997-10-21,135,42.5,"autumn"
1997-10-22,106,36,"autumn"
1997-10-23,109,44.5,"autumn"
1997-10-24,128,46,"autumn"
1997-10-25,112,47,"autumn"
1997-10-26,109,40,"autumn"
1997-10-27,128,32.5,"autumn"
1997-10-28,128,39,"autumn"
1997-10-29,106,44,"autumn"
1997-10-30,128,51,"autumn"
1997-10-31,130,59.5,"autumn"
1997-11-01,117,50,"autumn"
1997-11-02,111,38.5,"autumn"
1997-11-03,118,36.5,"autumn"
1997-11-04,103,39,"autumn"
1997-11-05,99,40,"autumn"
1997-11-06,125,45,"autumn"
1997-11-07,119,43,"autumn"
1997-11-08,117,44,"autumn"
1997-11-09,120,42.5,"autumn"
1997-11-10,121,36.5,"autumn"
1997-11-11,93,28.5,"autumn"
1997-11-12,103,26.5,"autumn"
1997-11-13,108,31.5,"autumn"
1997-11-14,122,36,"autumn"
1997-11-15,115,29,"autumn"
1997-11-16,112,22,"autumn"
1997-11-17,114,25.5,"autumn"
1997-11-18,112,32,"autumn"
1997-11-19,118,27.5,"autumn"
1997-11-20,125,33.5,"autumn"
1997-11-21,140,35.5,"autumn"
1997-11-22,106,34.5,"autumn"
1997-11-23,114,26,"autumn"
1997-11-24,111,26.5,"autumn"
1997-11-25,94,47,"autumn"
1997-11-26,111,43,"autumn"
1997-11-27,95,37.5,"autumn"
1997-11-28,136,49,"autumn"
1997-11-29,109,45.5,"autumn"
1997-11-30,95,42,"autumn"
1997-12-01,122,37,"autumn"
1997-12-02,108,36.5,"autumn"
1997-12-03,127,36.5,"autumn"
1997-12-04,120,32,"autumn"
1997-12-05,109,26,"autumn"
1997-12-06,115,28.5,"autumn"
1997-12-07,101,30,"autumn"
1997-12-08,116,28.5,"autumn"
1997-12-09,85,33,"autumn"
1997-12-10,125,34.5,"autumn"
1997-12-11,109,33.5,"autumn"
1997-12-12,108,27.5,"autumn"
1997-12-13,119,26.5,"autumn"
1997-12-14,104,31,"autumn"
1997-12-15,118,37.5,"autumn"
1997-12-16,119,39,"autumn"
1997-12-17,112,37,"autumn"
1997-12-18,118,38.5,"autumn"
1997-12-19,106,40.5,"autumn"
1997-12-20,94,33,"autumn"
1997-12-21,136,32.5,"autumn"
1997-12-22,120,34.5,"autumn"
1997-12-23,124,34,"autumn"
1997-12-24,104,34,"autumn"
1997-12-25,122,30.5,"autumn"
1997-12-26,119,28.5,"autumn"
1997-12-27,132,23,"autumn"
1997-12-28,111,25.5,"autumn"
1997-12-29,119,29.5,"autumn"
1997-12-30,112,21.5,"autumn"
1997-12-31,127,18,"autumn"
1998-01-01,108,28,"winter"
1998-01-02,136,44,"winter"
1998-01-03,128,47,"winter"
1998-01-04,145,45,"winter"
1998-01-05,120,48,"winter"
1998-01-06,144,43,"winter"
1998-01-07,110,38,"winter"
1998-01-08,107,34,"winter"
1998-01-09,123,25,"winter"
1998-01-10,107,12,"winter"
1998-01-11,112,18,"winter"
1998-01-12,131,23,"winter"
1998-01-13,108,7,"winter"
1998-01-14,135,17,"winter"
1998-01-15,132,28,"winter"
1998-01-16,143,28,"winter"
1998-01-17,127,23,"winter"
1998-01-18,141,16,"winter"
1998-01-19,135,24,"winter"
1998-01-20,123,26,"winter"
1998-01-21,119,31,"winter"
1998-01-22,124,32,"winter"
1998-01-23,125,28,"winter"
1998-01-24,152,28,"winter"
1998-01-25,139,28,"winter"
1998-01-26,153,31,"winter"
1998-01-27,120,33,"winter"
1998-01-28,123,36,"winter"
1998-01-29,110,37,"winter"
1998-01-30,138,31,"winter"
1998-01-31,132,35,"winter"
